Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,latitude,longitude
A1928,Data Analytcis Course,126.0,3613.0,$208.74,18.0,7.0,,$1106,2024-11-06,Berlin,desktop,learn data analytics,52.5011,13.383344
A1929,Machine Learning Course,115.0,3234.0,$227.77,30.0,3.0,0.026,$1272,13-11-2024,Berlin,tablet,learn data analytics,52.519347,13.421495
A1930,Software Engineer Course,135.0,5436.0,$245.86,28.0,9.0,0.067,$1453,2024/11/03,Berlin,desktop,data analitics online,52.519501,13.409441
A1931,Machine Learning Course,158.0,4519.0,$191.84,26.0,4.0,0.025,,2024-11-29,Berlin,desktop,data analitics online,52.49692,13.433129
A1932,DevOps Course,80.0,3777.0,$199.52,12.0,7.0,,$1694,2024-11-22,Berlin,desktop,learn data analytics,52.530929,13.434032
A1933,Software Engineer Course,190.0,3461.0,$205.22,28.0,10.0,,$1616,25-11-2024,London,mobile,online data analytic,51.485373,-0.098001
A1934,Software Engineer Course,135.0,4575.0,$241.92,10.0,5.0,,$1553,22-11-2024,London,desktop,data analytics course,51.499498,-0.125669
A1935,Software Engineer Course,149.0,3471.0,$242.14,23.0,4.0,0.027,$1937,2024-11-19,Paris,desktop,data anaytics training,48.835009,2.339865
A1936,Machine Learning Course,164.0,3115.0,$232.62,10.0,,,$1802,04-11-2024,London,tablet,data analitics online,51.528321,-0.104715
A1937,Software Engineer Course,132.0,5428.0,$180.73,10.0,7.0,0.039,$1732,16-11-2024,Paris,desktop,data analytics course,48.847367,2.324146
A1938,Data Analytcis Course,198.0,4499.0,$245.24,27.0,7.0,0.035,$1165,2024/11/01,Paris,tablet,online data analytic,48.855479,2.361036
A1939,Machine Learning Course,153.0,3285.0,$226.26,12.0,7.0,0.046,$1838,2024-11-21,London,desktop,online data analytic,51.490171,-0.156599
A1940,DevOps Course,142.0,3431.0,$235.09,19.0,,,$1334,2024-11-08,Paris,desktop,data analitics online,48.873217,2.334505
A1941,Machine Learning Course,91.0,4600.0,$194.14,19.0,7.0,0.077,$1255,2024-11-19,Berlin,mobile,data analitics online,52.546496,13.375644
A1942,Software Engineer Course,154.0,4804.0,$190.98,21.0,3.0,0.019,$1521,23-11-2024,Paris,desktop,data anaytics training,48.875119,2.376516
A1943,DevOps Course,115.0,5472.0,$230.29,26.0,4.0,,$1275,2024-11-07,London,mobile,learn data analytics,51.531968,-0.121622
A1944,Software Engineer Course,86.0,5493.0,$191.28,18.0,9.0,0.105,$1204,2024/11/20,Paris,tablet,data analytics course,48.870537,2.336542
A1945,DevOps Course,116.0,3188.0,$238.62,15.0,10.0,0.086,$1429,14-11-2024,Paris,tablet,online data analytic,48.845189,2.375875
A1946,Machine Learning Course,144.0,3579.0,$237.97,21.0,10.0,0.069,$1155,2024/11/02,Berlin,desktop,data analytics course,52.528815,13.433892
A1947,DevOps Course,101.0,4198.0,$204.09,30.0,10.0,0.099,$1642,2024/11/21,Paris,desktop,data anaytics training,48.83868,2.340711
A1948,Data Analytcis Course,116.0,4224.0,$245.99,10.0,5.0,,$1054,2024-11-05,Berlin,tablet,data analitics online,52.499756,13.416903
A1949,Machine Learning Course,187.0,3199.0,$193.29,24.0,6.0,0.032,$1430,2024/11/20,London,tablet,online data analytic,51.490248,-0.113249
A1950,DevOps Course,114.0,4333.0,$192.81,26.0,6.0,0.053,$1722,08-11-2024,Paris,tablet,data anaytics training,48.876381,2.344772
A1951,DevOps Course,141.0,3617.0,$198.52,20.0,9.0,,$1858,21-11-2024,Paris,desktop,data analytics course,48.836683,2.338729
A1952,Machine Learning Course,167.0,5588.0,$181.95,18.0,9.0,0.035,,2024-11-23,Berlin,tablet,data anaytics training,52.522535,13.394624
A1953,Software Engineer Course,186.0,4689.0,$204.31,26.0,6.0,0.032,$1936,2024-11-21,Paris,desktop,data analitics online,48.866228,2.363152
A1954,DevOps Course,,4846.0,$206.4,21.0,7.0,,$1526,28-11-2024,Paris,mobile,data analitics online,48.85789,2.348796
A1955,Machine Learning Course,136.0,3441.0,$236.21,26.0,9.0,,$1461,2024/11/15,Berlin,desktop,learn data analytics,52.530084,13.397441
A1956,Software Engineer Course,185.0,3719.0,$245.91,17.0,9.0,0.049,$1218,2024-11-09,London,mobile,online data analytic,51.515809,-0.104846
A1957,Machine Learning Course,162.0,3337.0,$200.94,11.0,9.0,0.056,$1820,2024-11-16,London,mobile,data analytics course,51.508404,-0.110447
A1958,Machine Learning Course,91.0,3694.0,$234.02,23.0,5.0,0.055,,2024/11/24,Berlin,desktop,online data analytic,52.500634,13.421392
A1959,Data Analytcis Course,109.0,5641.0,$224.36,30.0,4.0,0.037,$1531,13-11-2024,Paris,tablet,analytics for data,48.878441,2.337053
A1960,Machine Learning Course,88.0,3992.0,$195.38,14.0,4.0,,$1228,2024/11/15,Paris,desktop,data analytics course,48.855554,2.32492
A1961,Data Analytcis Course,189.0,3411.0,$205.26,28.0,7.0,,$1147,27-11-2024,Berlin,desktop,analytics for data,52.495162,13.389335
A1962,Software Engineer Course,154.0,3099.0,$218.7,30.0,6.0,0.039,$1366,10-11-2024,Berlin,desktop,data analitics online,52.538199,13.421363
A1963,Data Analytcis Course,106.0,3017.0,$242.71,24.0,5.0,0.03,$1701,2024/11/04,London,mobile,learn data analytics,51.537055,-0.142091
A1964,Machine Learning Course,134.0,,$202.32,17.0,5.0,0.057,$1963,2024/11/23,Paris,tablet,data anaytics training,48.833849,2.366661
A1965,Software Engineer Course,84.0,5662.0,$228.62,25.0,9.0,0.107,$1988,26-11-2024,Paris,desktop,analytics for data,48.861554,2.328104
A1966,DevOps Course,190.0,4476.0,$198.18,12.0,4.0,,$1002,2024/11/07,Paris,desktop,data analitics online,48.835569,2.369951
A1967,DevOps Course,156.0,4771.0,$199.3,26.0,8.0,0.051,$1823,2024-11-04,Paris,tablet,data analitics online,48.87522,2.330923
A1968,Machine Learning Course,,5510.0,$198.92,23.0,9.0,,$1063,2024/11/14,Berlin,desktop,data analytics course,52.507161,13.381667
A1969,Software Engineer Course,170.0,4786.0,$202.62,27.0,6.0,0.04,$1372,2024/11/04,London,mobile,data anaytics training,51.489875,-0.120633
A1970,Software Engineer Course,86.0,3964.0,$193.15,26.0,5.0,0.045,$1639,23-11-2024,Berlin,desktop,learn data analytics,52.546752,13.393921
A1971,Machine Learning Course,143.0,5317.0,$236.37,10.0,3.0,,$1861,16-11-2024,Berlin,tablet,data analitics online,52.507114,13.394911
A1972,Software Engineer Course,84.0,3454.0,$206.8,23.0,3.0,0.036,$1573,2024/11/17,Berlin,desktop,learn data analytics,52.546527,13.384917
A1973,Machine Learning Course,145.0,3804.0,$236.92,29.0,8.0,,$1328,2024-11-23,Paris,tablet,data analytics course,48.859278,2.35379
A1974,Data Analytcis Course,126.0,4670.0,$234.65,25.0,8.0,,$1470,2024/11/23,London,desktop,online data analytic,51.527963,-0.105772
A1975,Software Engineer Course,156.0,3273.0,$189.36,14.0,6.0,0.038,$1860,2024-11-15,Paris,mobile,data analitics online,48.872976,2.368212
A1976,Software Engineer Course,124.0,4236.0,$182.02,,9.0,0.073,$1979,22-11-2024,London,desktop,data anaytics training,51.525305,-0.123187
A1977,Data Analytcis Course,197.0,5866.0,$217.81,28.0,7.0,0.036,$1331,18-11-2024,Paris,mobile,learn data analytics,48.844868,2.371495
A1978,DevOps Course,106.0,3102.0,$214.56,12.0,,,$1881,2024-11-25,Paris,mobile,learn data analytics,48.882094,2.369976
A1979,Software Engineer Course,129.0,4856.0,$230.13,23.0,7.0,0.054,$1720,25-11-2024,London,tablet,learn data analytics,51.483407,-0.152233
A1980,Software Engineer Course,93.0,4054.0,$244.73,11.0,8.0,0.086,$1066,2024-11-24,London,desktop,online data analytic,51.507853,-0.152495
A1981,Data Analytcis Course,96.0,4074.0,$219.66,16.0,8.0,0.083,,07-11-2024,London,tablet,data analitics online,51.479783,-0.103703
A1982,Software Engineer Course,135.0,4430.0,$196.18,12.0,9.0,0.067,$1374,2024-11-08,Berlin,mobile,analytics for data,52.509396,13.406429
A1983,Data Analytcis Course,138.0,5356.0,$204.86,15.0,9.0,0.065,$1268,2024-11-22,Paris,mobile,online data analytic,48.847255,2.334701
A1984,Software Engineer Course,92.0,4898.0,$247.49,19.0,,,$1969,2024/11/07,London,desktop,data anaytics training,51.500905,-0.126623
A1985,DevOps Course,151.0,5301.0,$232.06,13.0,9.0,0.06,$1893,2024-11-05,Paris,mobile,data analitics online,48.857812,2.361602
A1986,DevOps Course,189.0,3031.0,$209.84,25.0,6.0,0.032,$1936,2024-11-26,Berlin,tablet,online data analytic,52.53198,13.424126
A1987,DevOps Course,97.0,3410.0,$180.52,24.0,,,$1532,07-11-2024,Berlin,tablet,analytics for data,52.503915,13.389666
A1988,Machine Learning Course,178.0,4745.0,$200.61,12.0,9.0,0.051,$1574,2024/11/18,Paris,desktop,learn data analytics,48.868425,2.382119
A1989,Software Engineer Course,164.0,3024.0,$192.34,12.0,8.0,0.049,$1997,2024/11/07,Paris,desktop,data analytics course,48.87293,2.331205
A1990,Software Engineer Course,94.0,5435.0,$231.42,21.0,5.0,0.056,$1114,2024-11-03,Paris,desktop,data analitics online,48.835041,2.324784
A1991,Software Engineer Course,176.0,3021.0,$204.53,29.0,7.0,0.03,$1620,2024/11/13,Paris,tablet,online data analytic,48.835489,2.367484
A1992,DevOps Course,165.0,5335.0,$192.53,23.0,5.0,0.03,$1402,12-11-2024,Berlin,mobile,data anaytics training,52.517994,13.397502
A1993,Machine Learning Course,188.0,4081.0,$237.05,18.0,8.0,0.05,$1846,06-11-2024,Paris,tablet,data analytics course,48.843938,2.330705
A1994,Data Analytcis Course,87.0,4840.0,$205.72,16.0,6.0,,$1040,09-11-2024,Paris,desktop,online data analytic,48.84898,2.346446
A1995,DevOps Course,106.0,4738.0,$196.7,17.0,4.0,0.038,$1515,2024-11-29,London,tablet,data anaytics training,51.508033,-0.115207
A1996,Data Analytcis Course,198.0,4181.0,$218.4,10.0,8.0,0.04,$1298,2024/11/17,Berlin,mobile,data anaytics training,52.522891,13.392723
A1997,Software Engineer Course,121.0,5813.0,$202.92,25.0,6.0,0.05,$1226,14-11-2024,London,tablet,data analitics online,51.515438,-0.123734
A1998,DevOps Course,120.0,4303.0,$202.8,21.0,4.0,0.033,$1033,2024-11-26,London,tablet,online data analytic,51.480246,-0.101169
A1999,Data Analytcis Course,189.0,5201.0,$210.87,21.0,10.0,0.053,$1560,2024-11-11,Berlin,mobile,data analytics course,52.50571,13.408112
A2000,DevOps Course,131.0,4603.0,$228.63,30.0,,,$1270,2024/11/03,Paris,tablet,analytics for data,48.83119,2.339349
A2001,Machine Learning Course,99.0,4051.0,$207.42,10.0,9.0,0.091,$1797,14-11-2024,Berlin,mobile,analytics for data,52.537307,13.377418
A2002,DevOps Course,199.0,4080.0,$243.8,23.0,7.0,0.05,$1507,15-11-2024,Berlin,desktop,data anaytics training,52.536499,13.393875
A2003,Data Analytcis Course,180.0,4140.0,$240.76,21.0,8.0,0.044,$1248,11-11-2024,London,desktop,online data analytic,51.507993,-0.126143
A2004,Machine Learning Course,88.0,3333.0,$193.25,29.0,3.0,0.034,$1398,2024/11/14,Paris,tablet,data analitics online,48.881955,2.35834
A2005,Machine Learning Course,140.0,3689.0,$249.33,20.0,9.0,0.064,$1329,2024-11-22,London,mobile,learn data analytics,51.520308,-0.099482
A2006,Data Analytcis Course,166.0,4665.0,$223.95,23.0,9.0,0.054,$1404,2024/11/07,Paris,tablet,data analitics online,48.837267,2.329608
A2007,Software Engineer Course,185.0,3670.0,$198.66,30.0,4.0,0.057,$1440,13-11-2024,Berlin,desktop,data anaytics training,52.510764,13.431527
A2008,Machine Learning Course,139.0,4036.0,$242.12,25.0,5.0,0.036,$1329,2024-11-26,Berlin,tablet,learn data analytics,52.519108,13.379789
A2009,Software Engineer Course,142.0,4497.0,$198.98,27.0,3.0,,$1582,2024-11-30,Paris,tablet,analytics for data,48.836638,2.336861
A2010,Data Analytcis Course,173.0,3705.0,$197.01,20.0,10.0,0.058,$1010,26-11-2024,London,desktop,data anaytics training,51.515454,-0.11508
A2011,Data Analytcis Course,,5849.0,,27.0,3.0,,$1146,2024-11-25,London,tablet,learn data analytics,51.532009,-0.100712
A2012,Software Engineer Course,153.0,5283.0,$205.72,24.0,3.0,0.02,$1591,10-11-2024,London,desktop,learn data analytics,51.497884,-0.113558
A2013,Machine Learning Course,104.0,5203.0,$241.15,17.0,6.0,0.048,$1164,28-11-2024,Paris,mobile,data analitics online,48.8602,2.348797
A2014,Data Analytcis Course,120.0,4243.0,$198.49,15.0,10.0,0.083,$1891,27-11-2024,Berlin,desktop,data anaytics training,52.494092,13.40906
A2015,Software Engineer Course,100.0,3716.0,$247.95,23.0,8.0,,$1924,2024/11/14,Paris,mobile,learn data analytics,48.850888,2.375825
A2016,Data Analytcis Course,106.0,3646.0,$237.89,28.0,7.0,0.046,$1564,2024/11/02,Berlin,mobile,analytics for data,52.520835,13.401985
A2017,Data Analytcis Course,136.0,4101.0,$227.43,28.0,9.0,0.057,$1284,19-11-2024,London,tablet,learn data analytics,51.498205,-0.126289
A2018,Data Analytcis Course,121.0,3366.0,$246.56,25.0,,,$1170,2024-11-02,Berlin,desktop,online data analytic,52.546081,13.376939
A2019,Data Analytcis Course,153.0,3381.0,$231.35,29.0,5.0,0.033,$1769,2024-11-28,London,tablet,data analytics course,51.495176,-0.125281
A2020,Software Engineer Course,111.0,5003.0,$213.34,29.0,3.0,,$1938,2024/11/25,Paris,tablet,analytics for data,48.885441,2.3776
A2021,Machine Learning Course,156.0,5415.0,$198.27,29.0,7.0,0.037,$1918,17-11-2024,Paris,desktop,data anaytics training,48.846712,2.367024
A2022,Machine Learning Course,137.0,3838.0,$226.92,18.0,6.0,0.044,,27-11-2024,London,tablet,analytics for data,51.516514,-0.128921
A2023,Data Analytcis Course,138.0,3002.0,$246.3,24.0,,0.036,$1530,2024/11/01,Berlin,tablet,learn data analytics,52.520267,13.425714
A2024,Software Engineer Course,96.0,3958.0,$238.06,17.0,4.0,0.042,$1750,2024-11-07,London,mobile,online data analytic,51.482944,-0.119627
A2025,Software Engineer Course,180.0,3060.0,$194.47,21.0,5.0,0.054,$1429,2024/11/10,Paris,tablet,online data analytic,48.880839,2.353872
A2026,Data Analytcis Course,132.0,5514.0,$208.57,16.0,7.0,0.053,$1072,2024-11-26,London,mobile,online data analytic,51.486507,-0.130586
A2027,DevOps Course,147.0,5373.0,$233.68,20.0,7.0,0.048,$1685,2024/11/01,Paris,desktop,data analytics course,48.869821,2.333594
A2028,Machine Learning Course,84.0,4720.0,$213.68,20.0,5.0,0.06,$1412,2024/11/21,London,tablet,data analytics course,51.498371,-0.130655
A2029,Machine Learning Course,82.0,4330.0,$228.68,18.0,8.0,0.098,$1510,2024-11-04,Berlin,desktop,analytics for data,52.524633,13.421827
A2030,DevOps Course,173.0,4365.0,,28.0,9.0,,$1311,06-11-2024,Paris,desktop,data analitics online,48.87481,2.333578
A2031,Software Engineer Course,89.0,5899.0,$226.95,13.0,7.0,0.079,$1058,2024/11/10,Berlin,mobile,data anaytics training,52.536684,13.379496
A2032,DevOps Course,198.0,3500.0,$206.88,19.0,6.0,0.03,$1684,11-11-2024,London,mobile,analytics for data,51.523754,-0.145146
A2033,Machine Learning Course,135.0,4155.0,$207.81,25.0,9.0,0.049,$1313,03-11-2024,Paris,desktop,online data analytic,48.885145,2.334104
A2034,Software Engineer Course,94.0,5437.0,$190.49,16.0,6.0,0.044,$1234,2024/11/16,Paris,tablet,data anaytics training,48.837572,2.334643
A2035,Machine Learning Course,151.0,3251.0,$224.8,13.0,6.0,0.04,,2024/11/21,Berlin,desktop,learn data analytics,52.503627,13.39496
A2036,Data Analytcis Course,113.0,5392.0,$205.13,28.0,3.0,0.034,$1208,17-11-2024,Berlin,mobile,online data analytic,52.524086,13.379728
A2037,DevOps Course,164.0,5403.0,$213.0,11.0,8.0,0.037,,2024-11-22,Berlin,desktop,analytics for data,52.534378,13.401835
A2038,Software Engineer Course,135.0,5054.0,$224.03,16.0,6.0,0.044,$1765,07-11-2024,Paris,mobile,data anaytics training,48.861861,2.34521
A2039,Software Engineer Course,116.0,5757.0,$218.69,10.0,7.0,0.045,$1834,2024-11-23,Paris,mobile,online data analytic,48.853554,2.356852
A2040,Data Analytcis Course,,4485.0,$220.3,14.0,6.0,,$1801,2024/11/01,Paris,mobile,data analytics course,48.864597,2.32694
A2041,Data Analytcis Course,164.0,4053.0,$245.26,28.0,7.0,0.043,$1384,2024-11-01,Berlin,tablet,learn data analytics,52.495349,13.396772
A2042,Software Engineer Course,146.0,5733.0,$225.48,26.0,3.0,0.035,$1658,2024/11/10,Paris,desktop,online data analytic,48.853836,2.351391
A2043,Software Engineer Course,181.0,3225.0,$190.25,22.0,5.0,0.028,$1677,10-11-2024,Berlin,mobile,learn data analytics,52.545042,13.413372
A2044,Data Analytcis Course,156.0,4170.0,$244.72,29.0,3.0,0.019,$1962,20-11-2024,Berlin,desktop,data analitics online,52.54993,13.390639
A2045,Software Engineer Course,182.0,4039.0,$240.35,12.0,7.0,0.038,$1214,2024/11/13,Berlin,tablet,data anaytics training,52.548221,13.397314
A2046,DevOps Course,137.0,3150.0,$184.36,19.0,3.0,0.041,$1218,29-11-2024,London,tablet,data analitics online,51.497271,-0.109435
A2047,Software Engineer Course,93.0,4498.0,$237.67,27.0,3.0,0.032,$1102,2024/11/30,London,mobile,online data analytic,51.522103,-0.111602
A2048,Machine Learning Course,136.0,4683.0,$228.82,22.0,5.0,0.037,$1493,19-11-2024,Berlin,desktop,learn data analytics,52.490316,13.394821
A2049,DevOps Course,194.0,5620.0,$194.91,22.0,10.0,,$1607,08-11-2024,London,tablet,data analytics course,51.48923,-0.104096
A2050,Machine Learning Course,,4653.0,$194.99,11.0,5.0,0.054,$1928,2024-11-12,London,tablet,learn data analytics,51.517456,-0.117624
A2051,Data Analytcis Course,181.0,3063.0,$191.03,15.0,4.0,0.022,$1125,2024-11-21,London,desktop,data anaytics training,51.498875,-0.1571
A2052,DevOps Course,156.0,3273.0,$245.27,30.0,8.0,0.035,,2024-11-05,Paris,tablet,learn data analytics,48.864311,2.329225
A2053,Data Analytcis Course,128.0,4314.0,$181.68,28.0,5.0,,$1456,2024-11-25,London,mobile,analytics for data,51.483369,-0.11882
A2054,DevOps Course,133.0,5945.0,$223.43,16.0,6.0,0.045,$1329,2024-11-16,Paris,tablet,data anaytics training,48.870074,2.362611
A2055,Data Analytcis Course,118.0,4794.0,$233.49,,3.0,0.025,$1707,27-11-2024,Paris,mobile,data analytics course,48.880374,2.355961
A2056,DevOps Course,191.0,5227.0,$204.87,26.0,6.0,,$1605,2024/11/20,Paris,mobile,data analytics course,48.869636,2.363743
A2057,Data Analytcis Course,172.0,4850.0,$242.33,27.0,4.0,0.023,$1391,2024/11/21,Berlin,tablet,data analitics online,52.496424,13.378363
A2058,DevOps Course,143.0,5314.0,$222.14,21.0,9.0,0.063,,22-11-2024,London,tablet,learn data analytics,51.50014,-0.116664
A2059,Data Analytcis Course,110.0,4394.0,$194.23,28.0,3.0,0.027,$1394,2024-11-25,Paris,tablet,analytics for data,48.858816,2.333283
A2060,Machine Learning Course,119.0,5820.0,$196.42,11.0,10.0,0.084,$1707,22-11-2024,Paris,tablet,learn data analytics,48.838156,2.339142
A2061,Machine Learning Course,178.0,5328.0,$201.9,20.0,9.0,0.051,$1452,21-11-2024,Berlin,mobile,data analytics course,52.542969,13.409666
A2062,Data Analytcis Course,,3557.0,$190.84,17.0,4.0,,$1925,28-11-2024,Berlin,desktop,data analitics online,52.531066,13.398216
A2063,Software Engineer Course,95.0,4050.0,$234.79,20.0,5.0,,$1783,18-11-2024,London,mobile,data analitics online,51.508466,-0.127725
A2064,Software Engineer Course,198.0,3575.0,$224.07,13.0,3.0,,$1070,2024/11/09,Berlin,desktop,data analitics online,52.499133,13.390899
A2065,Machine Learning Course,134.0,5570.0,$233.77,15.0,4.0,0.03,$1101,2024/11/27,London,mobile,data analytics course,51.496253,-0.119048
A2066,Data Analytcis Course,83.0,4883.0,$228.3,29.0,10.0,,$1456,2024-11-07,Paris,mobile,learn data analytics,48.845634,2.369606
A2067,Data Analytcis Course,187.0,4753.0,$236.03,13.0,3.0,0.054,$1906,2024-11-18,Berlin,desktop,data analitics online,52.530066,13.380283
A2068,Machine Learning Course,81.0,5653.0,$245.33,23.0,8.0,0.099,$1248,2024-11-26,Berlin,mobile,data analitics online,52.519213,13.425609
A2069,DevOps Course,144.0,5750.0,$184.37,19.0,8.0,0.056,$1098,2024/11/26,Paris,desktop,learn data analytics,48.833286,2.358198
A2070,Data Analytcis Course,161.0,5766.0,$221.93,10.0,8.0,0.05,$1830,2024/11/13,Paris,tablet,online data analytic,48.82807,2.339864
A2071,Machine Learning Course,90.0,4424.0,$219.77,10.0,4.0,,$1396,08-11-2024,London,desktop,data analitics online,51.50374,-0.103493
A2072,Software Engineer Course,128.0,5043.0,$231.72,26.0,8.0,0.062,$1508,2024-11-26,Paris,tablet,analytics for data,48.833184,2.362616
A2073,Data Analytcis Course,195.0,4529.0,$200.36,25.0,7.0,0.034,$1343,2024-11-30,Berlin,tablet,data anaytics training,52.506335,13.386055
A2074,Data Analytcis Course,160.0,5751.0,,28.0,4.0,0.04,$1802,2024-11-22,London,mobile,learn data analytics,51.52296,-0.105638
A2075,DevOps Course,176.0,4518.0,$237.95,17.0,10.0,0.057,$1933,2024-11-11,Berlin,desktop,analytics for data,52.493635,13.42256
